gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
entailment	( ( ( A group ) ( of adults ) ) ( ( is ( ( having ( ( a discussion ) ( at ( a table ) ) ) ) ( under ( a tent ) ) ) ) . ) )	( People ( ( are ( having ( a discussion ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS adults)))) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN at) (NP (DT a) (NN table)))) (PP (IN under) (NP (DT a) (NN tent))))) (. .)))	(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG having) (NP (DT a) (NN discussion)))) (. .)))	A group of adults is having a discussion at a table under a tent.	People are having a discussion.	264460711.jpg#1	264460711.jpg#1r1e	entailment				
neutral	( ( ( A group ) ( of adults ) ) ( ( is ( ( having ( ( a discussion ) ( at ( a table ) ) ) ) ( under ( a tent ) ) ) ) . ) )	( ( The friends ) ( ( are talking ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS adults)))) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN at) (NP (DT a) (NN table)))) (PP (IN under) (NP (DT a) (NN tent))))) (. .)))	(ROOT (S (NP (DT The) (NNS friends)) (VP (VBP are) (VP (VBG talking))) (. .)))	A group of adults is having a discussion at a table under a tent.	The friends are talking.	264460711.jpg#1	264460711.jpg#1r1n	neutral				
contradiction	( ( ( A group ) ( of adults ) ) ( ( is ( ( having ( ( a discussion ) ( at ( a table ) ) ) ) ( under ( a tent ) ) ) ) . ) )	( ( The ( old dog ) ) ( ( is ( eating potatoes ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS adults)))) (VP (VBZ is) (VP (VBG having) (NP (NP (DT a) (NN discussion)) (PP (IN at) (NP (DT a) (NN table)))) (PP (IN under) (NP (DT a) (NN tent))))) (. .)))	(ROOT (S (NP (DT The) (JJ old) (NN dog)) (VP (VBZ is) (VP (VBG eating) (NP (NNS potatoes)))) (. .)))	A group of adults is having a discussion at a table under a tent.	The old dog is eating potatoes.	264460711.jpg#1	264460711.jpg#1r1c	contradiction				
contradiction	( ( ( ( A group ) ( of people ) ) ( sitting ( around ( a ( picnic table ) ) ) ) ) . )	( ( The people ) ( ( are ( standing ( in ( the gym ) ) ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN around) (NP (DT a) (NN picnic) (NN table)))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG standing) (PP (IN in) (NP (DT the) (NN gym))))) (. .)))	A group of people sitting around a picnic table.	The people are standing in the gym.	264460711.jpg#4	264460711.jpg#4r1c	contradiction				
neutral	( ( ( ( A group ) ( of people ) ) ( sitting ( around ( a ( picnic table ) ) ) ) ) . )	( ( The people ) ( ( are ( playing cards ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN around) (NP (DT a) (NN picnic) (NN table)))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG playing) (NP (NNS cards)))) (. .)))	A group of people sitting around a picnic table.	The people are playing cards.	264460711.jpg#4	264460711.jpg#4r1n	neutral				
entailment	( ( ( ( A group ) ( of people ) ) ( sitting ( around ( a ( picnic table ) ) ) ) ) . )	( ( The people ) ( ( are ( near ( the table ) ) ) . ) )	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG sitting) (PP (IN around) (NP (DT a) (NN picnic) (NN table)))) (. .)))	(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (PP (IN near) (NP (DT the) (NN table)))) (. .)))	A group of people sitting around a picnic table.	The people are near the table.	264460711.jpg#4	264460711.jpg#4r1e	entailment				
contradiction	( ( ( A group ) ( of people ) ) ( ( gathers ( on ( ( ( the grass ) ( in ( ( a backyard ) ( with ( tents ( , ( tables ( , ( and chairs ) ) ) ) ) ) ) ) ) ( set up ) ) ) ) . ) )	( ( ( ( A group ) ( of people ) ) ( gathering ( on ( the concrete ) ) ) ) . )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBZ gathers) (PP (IN on) (NP (NP (DT the) (NN grass)) (PP (IN in) (NP (NP (DT a) (NN backyard)) (PP (IN with) (NP (NNS tents) (, ,) (NNS tables) (, ,) (CC and) (NNS chairs))))) (VP (VBN set) (PRT (RP up)))))) (. .)))	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG gathering) (PP (IN on) (NP (DT the) (NN concrete)))) (. .)))	A group of people gathers on the grass in a backyard with tents, tables, and chairs set up.	A group of people gathering on the concrete.	2715262147.jpg#0	2715262147.jpg#0r1c	contradiction				
entailment	( ( ( A group ) ( of people ) ) ( ( gathers ( on ( ( ( the grass ) ( in ( ( a backyard ) ( with ( tents ( , ( tables ( , ( and chairs ) ) ) ) ) ) ) ) ) ( set up ) ) ) ) . ) )	( ( ( ( A group ) ( of people ) ) ( gathering ( on ( the grass ) ) ) ) . )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBZ gathers) (PP (IN on) (NP (NP (DT the) (NN grass)) (PP (IN in) (NP (NP (DT a) (NN backyard)) (PP (IN with) (NP (NNS tents) (, ,) (NNS tables) (, ,) (CC and) (NNS chairs))))) (VP (VBN set) (PRT (RP up)))))) (. .)))	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG gathering) (PP (IN on) (NP (DT the) (NN grass)))) (. .)))	A group of people gathers on the grass in a backyard with tents, tables, and chairs set up.	A group of people gathering on the grass.	2715262147.jpg#0	2715262147.jpg#0r1e	entailment				
neutral	( ( ( A group ) ( of people ) ) ( ( gathers ( on ( ( ( the grass ) ( in ( ( a backyard ) ( with ( tents ( , ( tables ( , ( and chairs ) ) ) ) ) ) ) ) ) ( set up ) ) ) ) . ) )	( ( ( ( A group ) ( of people ) ) ( standing ( on ( the grass ) ) ) ) . )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBZ gathers) (PP (IN on) (NP (NP (DT the) (NN grass)) (PP (IN in) (NP (NP (DT a) (NN backyard)) (PP (IN with) (NP (NNS tents) (, ,) (NNS tables) (, ,) (CC and) (NNS chairs))))) (VP (VBN set) (PRT (RP up)))))) (. .)))	(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBG standing) (PP (IN on) (NP (DT the) (NN grass)))) (. .)))	A group of people gathers on the grass in a backyard with tents, tables, and chairs set up.	A group of people standing on the grass.	2715262147.jpg#0	2715262147.jpg#0r1n	neutral				
neutral	( ( One ( soccer team ) ) ( ( is ( playing ( against another ) ) ) . ) )	( ( The teams ) ( ( are ( having fun ) ) . ) )	(ROOT (S (NP (CD One) (NN soccer) (NN team)) (VP (VBZ is) (VP (VBG playing) (PP (IN against) (NP (DT another))))) (. .)))	(ROOT (S (NP (DT The) (NNS teams)) (VP (VBP are) (VP (VBG having) (NP (NN fun)))) (. .)))	One soccer team is playing against another.	The teams are having fun.	7035417199.jpg#4	7035417199.jpg#4r1n	neutral				
entailment	( ( One ( soccer team ) ) ( ( is ( playing ( against another ) ) ) . ) )	( People ( ( are ( playing ( a sport ) ) ) . ) )	(ROOT (S (NP (CD One) (NN soccer) (NN team)) (VP (VBZ is) (VP (VBG playing) (PP (IN against) (NP (DT another))))) (. .)))	(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG playing) (NP (DT a) (NN sport)))) (. .)))	One soccer team is playing against another.	People are playing a sport.	7035417199.jpg#4	7035417199.jpg#4r1e	entailment				
contradiction	( ( One ( soccer team ) ) ( ( is ( playing ( against another ) ) ) . ) )	( ( No one ) ( ( is ( playing soccer ) ) . ) )	(ROOT (S (NP (CD One) (NN soccer) (NN team)) (VP (VBZ is) (VP (VBG playing) (PP (IN against) (NP (DT another))))) (. .)))	(ROOT (S (NP (DT No) (NN one)) (VP (VBZ is) (VP (VBG playing) (NP (NN soccer)))) (. .)))	One soccer team is playing against another.	No one is playing soccer.	7035417199.jpg#4	7035417199.jpg#4r1c	contradiction				
contradiction	( ( ( A ( black dog ) ) ( swimming ( in ( water ( near rocks ) ) ) ) ) . )	( ( A dog ) ( ( is ( laying ( in ( front ( of ( a fireplace ) ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ black) (NN dog)) (VP (VBG swimming) (PP (IN in) (NP (NP (NN water)) (PP (IN near) (NP (NNS rocks)))))) (. .)))	(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ is) (VP (VBG laying) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN fireplace))))))) (. .)))	A black dog swimming in water near rocks.	A dog is laying in front of a fireplace.	2307451605.jpg#3	2307451605.jpg#3r1c	contradiction				
entailment	( ( ( A ( black dog ) ) ( swimming ( in ( water ( near rocks ) ) ) ) ) . )	( ( A dog ) ( ( ( is outside ) ( playing ( in ( the water ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ black) (NN dog)) (VP (VBG swimming) (PP (IN in) (NP (NP (NN water)) (PP (IN near) (NP (NNS rocks)))))) (. .)))	(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ is) (ADVP (RB outside)) (VP (VBG playing) (PP (IN in) (NP (DT the) (NN water))))) (. .)))	A black dog swimming in water near rocks.	A dog is outside playing in the water.	2307451605.jpg#3	2307451605.jpg#3r1e	entailment				
neutral	( ( ( A ( black dog ) ) ( swimming ( in ( water ( near rocks ) ) ) ) ) . )	( ( A dog ) ( ( is ( ( chasing ( a turtle ) ) ( through ( the water ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ black) (NN dog)) (VP (VBG swimming) (PP (IN in) (NP (NP (NN water)) (PP (IN near) (NP (NNS rocks)))))) (. .)))	(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ is) (VP (VBG chasing) (NP (DT a) (NN turtle)) (PP (IN through) (NP (DT the) (NN water))))) (. .)))	A black dog swimming in water near rocks.	A dog is chasing a turtle through the water.	2307451605.jpg#3	2307451605.jpg#3r1n	neutral				
entailment	( ( the ( three boys ) ) ( ( ( are all ) ( holding ( onto ( ( a ( flotation device ) ) ( in ( the water ) ) ) ) ) ) . ) )	( ( Three boys ) ( ( are ( in ( ( a body ) ( of water ) ) ) ) . ) )	(ROOT (S (NP (DT the) (CD three) (NNS boys)) (VP (VBP are) (RB all) (VP (VBG holding) (PP (IN onto) (NP (NP (DT a) (NN flotation) (NN device)) (PP (IN in) (NP (DT the) (NN water))))))) (. .)))	(ROOT (S (NP (CD Three) (NNS boys)) (VP (VBP are) (PP (IN in) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))))) (. .)))	the three boys are all holding onto a flotation device in the water.	Three boys are in a body of water.	527272653.jpg#0	527272653.jpg#0r1e	entailment				
neutral	( ( the ( three boys ) ) ( ( ( are all ) ( holding ( onto ( ( a ( flotation device ) ) ( in ( the water ) ) ) ) ) ) . ) )	( ( The boys ) ( ( are ( wearing ( party clothing ) ) ) . ) )	(ROOT (S (NP (DT the) (CD three) (NNS boys)) (VP (VBP are) (RB all) (VP (VBG holding) (PP (IN onto) (NP (NP (DT a) (NN flotation) (NN device)) (PP (IN in) (NP (DT the) (NN water))))))) (. .)))	(ROOT (S (NP (DT The) (NNS boys)) (VP (VBP are) (VP (VBG wearing) (NP (NN party) (NN clothing)))) (. .)))	the three boys are all holding onto a flotation device in the water.	The boys are wearing party clothing.	527272653.jpg#0	527272653.jpg#0r1n	neutral				
contradiction	( ( the ( three boys ) ) ( ( ( are all ) ( holding ( onto ( ( a ( flotation device ) ) ( in ( the water ) ) ) ) ) ) . ) )	( ( The ( three boys ) ) ( ( are surfing ) . ) )	(ROOT (S (NP (DT the) (CD three) (NNS boys)) (VP (VBP are) (RB all) (VP (VBG holding) (PP (IN onto) (NP (NP (DT a) (NN flotation) (NN device)) (PP (IN in) (NP (DT the) (NN water))))))) (. .)))	(ROOT (S (NP (DT The) (CD three) (NNS boys)) (VP (VBP are) (VP (VBG surfing))) (. .)))	the three boys are all holding onto a flotation device in the water.	The three boys are surfing.	527272653.jpg#0	527272653.jpg#0r1c	contradiction				
neutral	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( ( The team ) ( in yellow ) ) ( ( is ( going ( to score ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (NP (DT The) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG going) (PP (TO to) (NP (NN score))))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The team in yellow is going to score.	7035417199.jpg#1	7035417199.jpg#1r5n	neutral				
entailment	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( A ( soccer game ) ) ( ( is ( in progress ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT A) (NN soccer) (NN game)) (VP (VBZ is) (PP (IN in) (NP (NN progress)))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	A soccer game is in progress.	7035417199.jpg#1	7035417199.jpg#1r2e	entailment				
contradiction	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( ( The team ) ( in yellow ) ) ( ( is ( playing ( a ( hockey game ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (NP (DT The) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG playing) (NP (DT a) (NN hockey) (NN game)))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The team in yellow is playing a hockey game.	7035417199.jpg#1	7035417199.jpg#1r1c	contradiction				
entailment	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( The goalie ) ( ( wants ( to ( prevent ( a goal ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT The) (NN goalie)) (VP (VBZ wants) (S (VP (TO to) (VP (VB prevent) (NP (DT a) (NN goal)))))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The goalie wants to prevent a goal.	7035417199.jpg#1	7035417199.jpg#1r5e	entailment				
contradiction	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( The goalie ) ( ( is ( ( ( ( sitting down ) ( on ( the sideline ) ) ) , ) ( wearing ( ( ( a ( white top ) ) and ) ( red shorts ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT The) (NN goalie)) (VP (VBZ is) (VP (VBG sitting) (PRT (RP down)) (PP (IN on) (NP (DT the) (NN sideline))) (, ,) (S (VP (VBG wearing) (NP (NP (DT a) (JJ white) (NN top)) (CC and) (NP (JJ red) (NNS shorts))))))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The goalie is sitting down on the sideline, wearing a white top and red shorts.	7035417199.jpg#1	7035417199.jpg#1r3c	contradiction				
entailment	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( A ( soccer game ) ) ( ( is happening ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT A) (NN soccer) (NN game)) (VP (VBZ is) (VP (VBG happening))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	A soccer game is happening.	7035417199.jpg#1	7035417199.jpg#1r4e	entailment				
contradiction	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( The ( soccer goalie ) ) ( ( is ( wearing ( long pants ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT The) (NN soccer) (NN goalie)) (VP (VBZ is) (VP (VBG wearing) (NP (JJ long) (NNS pants)))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The soccer goalie  is wearing long pants.	7035417199.jpg#1	7035417199.jpg#1r2c	contradiction				
neutral	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( This ( World ( Cup match ) ) ) ( ( has ( a ( ( very close ) score ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT This) (NNP World) (NNP Cup) (NN match)) (VP (VBZ has) (NP (DT a) (ADJP (RB very) (JJ close)) (NN score))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	This World Cup match has a very close score.	7035417199.jpg#1	7035417199.jpg#1r2n	neutral				
neutral	( ( ( ( A ( soccer game ) ) ( where ( ( ( the team ) ( in yellow ) ) ( is ( attempting ( to ( advance ( past ( the team ) ) ) ) ) ) ) ) ) ( in ( ( white ( towards ( ( the goalie ) ( wearing ( a ( black ( ( top and ) blue ) ) ) ) ) ) ) shorts ) ) ) . )	( ( The ( yellow team ) ) ( ( ( is ahead ) ( by ( three points ) ) ) . ) )	(ROOT (NP (NP (DT A) (NN soccer) (NN game)) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT the) (NN team)) (PP (IN in) (NP (NN yellow)))) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB advance) (PP (IN past) (NP (DT the) (NN team)))))))))) (PP (IN in) (NP (ADJP (JJ white) (PP (IN towards) (NP (NP (DT the) (NN goalie)) (VP (VBG wearing) (NP (DT a) (JJ black) (JJ top) (CC and) (JJ blue)))))) (NNS shorts))) (. .)))	(ROOT (S (NP (DT The) (JJ yellow) (NN team)) (VP (VBZ is) (ADVP (RB ahead)) (PP (IN by) (NP (CD three) (NNS points)))) (. .)))	A soccer game where the team in yellow is attempting to advance past the team in white towards the goalie wearing a black top and blue shorts.	The yellow team is ahead by three points.	7035417199.jpg#1	7035417199.jpg#1r3n	neutral				
