index	question	sentence	label
6733	What did the English call New Amsterdam after its capture?	The English promptly renamed the fledgling city "New York" after the Duke of York (later King James II).	entailment
6734	What has been the GDP of Tuvalu in 2008?	Since 2002 economic growth has slowed, with GDP growth of 1.5% in 2008.	entailment
6735	Benito Juarez was reelected in which year?	President Benito Juárez was re-elected in the general election of 1867 in which he received strong liberal support, especially in Chihuahua.	entailment
6736	What are gompas?	It is surrounded with a brick wall with 147 niches, each with four or five prayer wheels engraved with the mantra, om mani padme hum.	not_entailment
6737	What established The European Central Bank?	The Treaty of Amsterdam established the bank in 1998, and it is headquartered in Frankfurt, Germany.	entailment
6738	What did Eannatum annex?	Although short-lived, one of the first empires known to history was that of Eannatum of Lagash, who annexed practically all of Sumer, including Kish, Uruk, Ur, and Larsa, and reduced to tribute the city-state of Umma, arch-rival of Lagash.	entailment
6739	Financial institutions cannot all de-leverage simultaneously without a decline in the value of this?	Too many consumers attempting to save (or pay down debt) simultaneously is called the paradox of thrift and can cause or deepen a recession.	not_entailment
6740	What marine regiment reached the summit of Mount Suribachi?	Navy Secretary James Forrestal, upon seeing the flag, remarked "there will be a Marine Corps for the next 500 years.	not_entailment
6741	Who did Kuruma negotiate with?	Former vice chief of staff, General Mamadu Ture Kuruma, assumed control of the country in the transitional period and started negotiations with opposition parties.	entailment
6742	How can a minority leader attempt to set some agenda for house?	For example, the minority leader may employ, or threaten to use, discharge petitions to try and bring minority priorities to the floor.	entailment
6743	How was the Ottoman Empire portrayed in the press?	The Ottoman Empire, believed to be about to collapse, was portrayed in the press as the sick man of Europe".	entailment
6744	How do Jehovah Witnesses believe that Jesus rules?	They believe that Jesus rules invisibly, from heaven, perceived only as a series of "signs".	entailment
6745	What type of regulations make corruption worse for public spending?	Complicated regulations and arbitrary, unsupervised official conduct exacerbate the problem.	entailment
6746	Which judge joined the panel?	In the first major change to the judging panel, a fourth judge, Kara DioGuardi, was introduced.	entailment
6747	What was the title of Hyder Ali?	In response to regular threats from Hyder Ali (Dalwai of Mysore), Baji Rao I (Peshwa of the Maratha Empire), and Basalath Jung (Asif Jah II's elder brother, who was supported by the Marquis de Bussy-Castelnau), the Nizam signed a subsidiary alliance with the East India Company in 1798, allowing the British Indian Army to occupy Bolarum (modern Secunderabad) to protect the state's borders, for which the Nizams paid an annual maintenance to the British.	entailment
6748	What gives Congress limited power to enact statutes?	Federal law originates with the Constitution, which gives Congress the power to enact statutes for certain limited purposes like regulating interstate commerce.	entailment
6749	Date Records released what major success in 1969?	Also in late 1965, the Date subsidiary label was revived.	not_entailment
6750	Dog minds have been shaped by thousands of years of contact with what species?	As the oldest domesticated species, with estimates ranging from 9,000–30,000 years BCE, the minds of dogs inevitably have been shaped by millennia of contact with humans.	entailment
6751	Who placed it in his 1787 work?	Antonio Vivaldi composed a mandolin concerto (Concerto in C major Op.3 6) and two concertos for two mandolins and orchestra.	not_entailment
6752	When is it damaging?	These properties may be useful when hydrogen is purified by passage through hot palladium disks, but the gas's high solubility is a metallurgical problem, contributing to the embrittlement of many metals, complicating the design of pipelines and storage tanks.	entailment
6753	In what state did Kanye West record them majority of his fourth album?	Recorded mostly in Honolulu, Hawaii in three weeks, West announced his fourth album, 808s & Heartbreak, at the 2008 MTV Video Music Awards, where he performed its lead single, "Love Lockdown".	entailment
